No.,Nombre Unidad Recreativa,Escenarios Disponibles ,Direccion,Comuna,Cancha baloncesto,Cancha de tejo,Cancha de tenis,Cancha Futbol 5,Cancha Futbol 8,Cancha Futbol 11,Cancha Hockey,Cancha Multiple,Cancha Sintetica,Cancha Voleibol,Gimnasio,Juegos Biosaludables,Juegos Infantiles,Piscina adultos,Piscina Niños,Pista bicicros,Pista de trote,Pista patinaje,Kiosco,Sauna,Teatrino
1,Parque Recreativo Alto Aguacatal Usaca,Cancha Futbol 11 Cancha Múltiple Juegos Infantiles,A 9 O  CON C 19C,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2,Coliseo Cubierto Bajo Aguacatal,Cancha Múltiple Gimnasio,A 15 O CON C 10,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3,Polideportivo Las Malvinas,Cancha Futbol 5 Cancha Múltiple Juegos Infantiles,A 4 BIS O # 12B - 75,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4,Parque Deportivo Entre Rios,Cancha Múltiple Juegos Infantiles,A 15 O CON C 4 Y 5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5,Parque Recreativo Jose Celestino Mutis,Cancha De Futbol 5 Pista De Trote Juegos Infantiles,A 6 O ENTRE C 17 Y 18,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
6,Urbanización Aguacatal,Cancha Múltiple ,A 12 O  CON C 15 ,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Urbanización La Fortuna,Cancha De Futbol 5,A 2 O ENTRE C 20A 1 - 20B,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Cancha Múltiple Villa Del Mar,Cancha Múltiple Juegos Infantiles,A 8 O # 30C - 40,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
9,Unidad Recreativa Tory Castro,Piscinas Niños Piscinas Adultos Juegos Infantiles,C 19 # 4 BIS O - 50,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
10,Centro Cultural Vista Hermosa,Cancha De Futbol 5 Cancha De Baloncesto,A 5 O # 44 - 69,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Unidad Recreativa Brisas De Los Alamos,Cancha Sintética Cancha De Baloncesto Pista De Trote Piscina Adultos Piscina Niños Juego Infantiles,A 2B 2 # 73N BIS,2,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0
12,Parque Recreativo Las Barras Barrio Brisas De Los Alamos,Cancha De Futbol 8 Cancha De Futbol 5 (2) Cancha De Baloncesto,A 2F CON C 72,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Cancha Múltiple Bataclan,Cancha Múltiple,A 10B # 12 N 47,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Unidad Recreativa Para La Tercera Edad,Cancha Múltiple Piscina Adultos,A 2 N # 32A - 05,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
15,Unidad Recreativa El Avión,Cancha Múltiple Piscina Adultos Piscina Niños,A 2 # 35A N - 04,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
16,Unidad Recreativa Pacara,Cancha Múltiple Cancha De Tenis Pista De Trote Piscina Niños Piscina Adultos,A 2G N # 52A N - 44,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0
17,Unidad Recreativa Parque Del Amor,Cancha Múltiple Pista De Bicicross Pista De Patinaje,C 70 # 5 N - 21,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
18,Unidad Recreativa Rincon De Pacara,Cancha Múltiple Cancha Voleibol Piscina Niños Piscina Adultos,A 2G N # 58 N - 100,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
19,Pista De Trote La Flora,Pista De Trote Y Juegos Infantiles,C 58 CON A 3F N,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
20,Parque Biosaludable La Flora I,,C 62 N CON A 3F Y 4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Parque Recreativo La Flora,Pista de Patinaje Pista De Trote Juegos Infantiles,A 5A CON C  47A N Y 48A N,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
22,Unidad Recreativa Ciudad Los Alamos,Cancha Futbol 11 Cancha Futbol 5 Cancha De Tenis Cancha De Tejo Pista De Trote Piscina Niños Piscina Adultos Juegos Infantiles,C 62 N # 2F N - 30,2,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
23,Cancha De Futbol Brisas De Los Alamos,Cancha De Futbol 5,A 2B N CON C 75C N BIS,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Cancha Múltiple Los Alamos,Cancha Múltiple,A 2D N CON C 56 N Y 58 N,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Parque Los Alamos,,A 2D CON C 58 Y 59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Centro Múltiple Los Alamos,Pista De Patinaje,C 61 N CON A 2G,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27,Polideportivo Vipasa,Cancha Múltiple Cancha Sintética Cancha De Baloncesto Pista De Trote Juegos Infantiles,C 47B N CON A 3C N,2,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
28,Cancha De Futbol La Merced,Cancha De Futbol 11,A 2A N CON C 50N,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Parque Recreativo La Merced,Cancha Múltiple Cancha De Baloncesto Pista De Trote Juegos Infantiles,A 2E N CON  C 47C N Y 49 N,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
30,Polideportivo La Isla,Cancha De Futbol 11 Cancha De Futbol 5 Cancha De Baloncesto,A 2 N CON C 39 Y 40,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Polideportivo La Campiña,Cancha De Futbol 11 Pista De Bicicross Juegos Infantiles,C 43 N Y 46 N CON A 8 N,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
32,Cancha Múltiple Los Cristales,Cancha Múltiple,K 14 CON C 6 O,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33,Cancha Múltiple Barrio Nacional,Cancha Múltiple Juegos Infantiles,K 18 CON C 6 O,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
34,Unidad Recreativa Cristales,Cancha Múltiple Piscinas Juegos,C 9 O CON K 14,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0
35,Cancha De Futbol Bueno Madrid,Cancha De Futbol 11,C 34 N CON K 5 N,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,Cancha De Futbolito Barrio Calima,Cancha De Futbol 5,K 9 N CON C 68 Y 69,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,Cancha De Futbol Barrio Calima,Cancha De Futbol 11,C 70 CON K 5 N Y 7 N,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Cancha Múltiple Barrio Las Delicias,Cancha Múltiple  Juegos Infantiles,C 39 CON K 4,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
39,Cancha Múltiple Barrio Calima,Cancha Múltiple,C 70 CON K 4 N Y 5 N,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Cancha Múltiple Barrio Bueno Madrid,Cancha Múltiple,C 34 N Y 34A N CON K 3A N,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Cancha De Futbol Barrio Las Delicias,Cancha De Futbol 11,C 43 CON K 3 Y 3A,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Cancha De Futbol Berlín,Cancha De Futbol 11,C 31B CON K 3 Y 3A,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Polideportivo Barrio Salomia,Cancha De Futbol 5 Cancha De Baloncesto,C 45 CON K 1G Y 2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Polideportivo Barrio Olaya Herrera,Cancha De Fubot 11 Cancha 5 Cancha De Baloncesto Pista De Trote Juegos Infantiles,K 8 N CON C 47 Y 49,4,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
46,Polideportivo Barrio Calima,Cancha Baloncesto Cancha Sintética Juegos Infantiles Juegos Biosaludables,K 7 N CON C 67,4,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
47,Polideportivo Barrio Calima (Coliseo),Cancha Múltiple Cancha De Baloncesto  Juegos Infantiles,K 5 N # 65 - 64,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
48,Parque Recreativo Las Bodegas Salomia,Cancha Múltiple Juegs Infantiles,C 45 CON K 1E Y 1F,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
49,Parque Recreativo  Barrio La Flora Industrial,Cancha De Futbol 5 Cancha De Baloncesto Pista De Trote Juegos Infantiles,C 59 CON 5 N Y 9 N,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
50,Parque Recreativo Nueva Salomia,Cancha De Baloncesto (2) Pista De Trote Juegos Infantiles,C 47 CON K 3 Y 4,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
51,Parque Recreativo Barrio Calima,Cancha Futbol 5 Cancha De Baloncesto Juegos Infantiles,C 66 CON K 4 N Y 4A N,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52,Parque Recreativo Santander,Cancha Múltiple Juegos Infantiles,C 34 CON K 2,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
53,Parque Biosaludable Barrio La Esmeralda,Cancha De Futbol 11 Cancha Múltiple Juegos Infantiles,C 41 CON K 6B,4,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
54,Pista De Patinaje Bueno Madrid,Pista De Patinaje,C 38 CON K 5 N,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
55,Polideportivo Barrio Berlin,Cancha Múltiple Cancha De Baloncesto Pista De Trote Juegos Infantiles,K 2A CON C 32 N,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
56,Pista De Trote Barrio Calima,Pista De Trote,K 9 N CON C 64 Y 69,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
57,Kiosco Brisas Del Guabito,Kiosco,K 6A CON C 68,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
58,Kiosco Brisas De Los Andes,Kiosco,C 52 CON K 1C,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
59,Cancha Múltiple Urbanización Barranquilla,Cancha Múltiple Juegos Infantiles,K 1C CON C 62,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
60,Polideportivo Bajo Salomia,Cancha Múltiple Juegos Infantiles,K 5 CON C 51,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
61,Canchas Barrio Metropolitano Del Norte,Cancha De Futbol 8 Cancha Múltiple Pista De Trote,C 69 CON K 1B 1 Y 1B 2,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
62,Cancha De Futbol 8 Barrio Metropolitano,Cancha De Futbol 8,C 69 CON K 1 ,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Cancha Múltiple Barrio Veracruz,Cancha Múltiple Juego Infantiles,C 61 CON K 1D,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
64,Polideportivo Brisas De Los Andes,Cancha De Futbol 5 Cancha De Baloncesto Pista De Trote Juegos Infantiles,C 52 CON K 1C,5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
65,Polideportivo Barrio Los Andes,Cancha De Futbol 5 Cancha De Baloncesto Pista De Trote Juegos Infantiles,K 1E Y 1F CON  C 52B Y 53,5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
66,Polideportivo Brisas De Los Andes II Loma Perdida,Cancha De Futbol 11 Cancha De Futbol 5 Pista De Trote Juegos Infantiles,C 59 CON K 1F Y 1G,5,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
67,Polideportivo Barrio La Rivera Andes,Cancha De Futbol 8 Cancha Múltiple Pista De Trote Juegos Infantiles,C 59A Y 59C CON K 3 Y 3 BIS,5,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
68,Cancha Múltiple Ciudadela Santa Bárbara,Cancha Múltiple,C 68 CON K 5 Y 7,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Cancha De Tenis Rivera Andes,Cancha De Tenis,C 58 Y 59 CON K 3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Unidad Recreativa Plazas Verdes,Cancha Múltiple Cancha Voleibol Cancha De Tenis Piscinas Adultos,C 66 CON K 1A,5,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
71,Parque Recreativo  Villa Del Prado Sector 4,Cancha De Baloncesto Juegos Infantiles,C 59B CON K 4D,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
72,Parque Recreativo Villa Del Prado Sector 3,Cancha Múltiple Juegos Infantiles,C 59B CON K 4 Y 4A,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
73,Parque Recreativo Villa Del Prado Sector 5,Cancha De Baloncesto Juegos Infantiles,C 60D CON K 4B,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
74,Parque Recreativo Villa Del Prado Sector 7,Cancha De Baloncesto Juegos Infantiles,C 62 CON K 4A,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
75,Parque Recreativo Villa Del Prado Sector 6,Cancha De Baloncesto Pista De Trote Juegos Infantiles,C 61 CON K 4D,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
76,Parque Recreativo Villa Del Prado Sector 8,Cancha De Baloncesto Juegos Infantiles,C 62B Y 63A CON K 4D,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
77,Parque Recreativo Villa Del Sol,Cancha De Futbol 5 Cancha De Baloncesto Pista De Trote,C 62B CON K 1A 6,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
78,Parque Recreativo El Sena,Cancha Múltiple Juegos Infantiles,C 54 CON K 4C,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
79,Coliseo Barrio El Sena,Cancha Múltiple,C 46 # 2C - 05,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Coliseo Metropolitano Del Norte,Cancha De Baloncesto,C 69 CON K 1A 11 Y 1A 12,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,Cancha Múltiple Barrio Chiminangos,Cancha Múltiple,C 62 CON K 1C Y 1C 3,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
82,Cancha De Futbol Chiminangos I,Cancha De Futbol 11 Cancha Múltiple Juegos Infantiles,K 1C CON C 64 Y 67,5,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
83,Cancha De Futbol Chiminangos II,Cancha De Futbol 11 Cancha De Baloncesto Cancha De Voleibol,C 62 CON K 1A 6 Y 1A 11,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
84,Cancha De Baloncesto Chiminangos II,Cancha De Baloncesto ,C 62 CON K 1A 9 ,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Parque Recreativo Chiminangos II,Kiosco Juegos Infantiles,C 62B # 1A 9 - 250,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
86,Parque Recreativo Guayacanes II,Cancha Múltiple Kiosco,K 1D Y 1E CON 64 Y 67,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
87,Cancha Múltiple Guayacanes,Cancha Múltiple,C 64 Y 65 CON K 1A,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Polideportivo Torres De Comfandi,Cancha Múltiple (3),K 1C # 56 - 50,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
89,Polideportivo Brisas Del Guabito,Cancha De Futbol 11 Cancha Múltiple,K 6 CON C 64 Y 67,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
90,Polideportivo Los Almendros,Cancha De Futbol 5 Cancha Múltiple Cancha De Baloncesto Pista De Trote Pista De Patinaje Juegos Infantiles,C 62 CON K 2,5,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
91,Paseo Los Almendros,,C 59 Y 60 CON K 1A G,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,Polideportivo Tejares De Salomia,Cancha Múltiple Juegos Infantiles Gimnasio Kiosco Edificación,C 71 # 4F - 11,4,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
92,Polideportivo Barrio Guayacanes,Cancha De Futbol 11 Cancha De Baloncesto Cancha De Voleibol Pista De Trote Juegos Infantiles,K 2 CON C 68 Y 69,5,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
93,Parque Recreativo Alcazares I,Cancha Múltiple Juegos Infantiles,C 70 CON K 1A 1,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
94,Parque Longitudinal Avenida Ciudad De Cali,Cancha De Futbol 5 Canch Múltiple,C 73CON K 1H,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Parque Recreativo Fonaviemcali,Cancha Múltiple Juegos Infantiles,C 70 CON K 1A 5,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
96,Parque Recreativo Nuevo Sol,Cancha Múltiple Pista De Trote Juegos Infantiles,K 1J CON C 78 BIS,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
97,Cancha De Futbol Barrio San Luis,Cancha De Futbol 11,K 1A Y 1B 2 C 71,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,Cancha De Futbol Chicaiza Floralia II,Cancha De Futbol 11 Cancha Baloncesto Pista Trote,C 72F Y 72L CON A 9 N,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
99,Cancha De Futbol Jorge Eliecer Gaitan,Cancha De Futbol 11,C 70 CON K 2A Y 2 BIS,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Cancha De Futbol 5 Floralia I ,Cancha De Futbol 5 ,C 84 CON K 3 N,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,Cancha De Futbol La Inmaculada Petecuy II,Cancha De Futbol 11 Cancha Baloncesto,C 76 CON K 1A 13 Y 1A 15,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
102,Cancha Múltiple San Luis,Cancha Múltiple,C 73 CON K 1A 13,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
103,Cancha Sintética San Luis I,Cancha Sintética,C 71 CON K 1A 11,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
104,Cancha De Baloncesto Musley Floralia,Cancha De Baloncesto,C 84 CON K 5 N,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,Cancha De Baloncesto San Luis I,Cancha De Baloncesto,C 70 CON K 1A 9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,Cancha De Futbol Barrio Los Alcazares I,Cancha Futbol 11,K 1 # 70 -45,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,Polideportivo Cancha Sintética Oasis De Comfandi,Cancha Futbol 8 Cancha Sintética Cancha Baloncesto Juegos Infantiles,C 71H CON K 3 N Y 3B N,6,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
108,Unidad Recreativa Calimio ,Cancha Múltiple Pista De Trote Piscina Adulto,C 76 # 1A - 12,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
109,Cancha Futbol 5 Floralia I,Cancha Futbol 5,C 84 CON K 3 N,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Polideportivo Floralia I - Cancha Futbol Americano,Cancha De Futbol 11 Cancha Baloncesto Pista Trote Juegos Infantiles,C 77 CON K 3A N Y 3B N,6,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
111,Polideportivo La Rivera I,Cancha De Futbol 11 Cancha Sintética Cancha Múltiple Juegos Infantiles,K 1J CON C 70B,6,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
112,Polideportivo San Luisito Barrio San Luis I,Cancha Múltiple Juegos Infantiles,C 72D Y 73 CON K 1A 1 Y 1A 2,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
113,Polideportivo San Luis II,Cancha De Futbol 11 Cancha Futbol 5 Cancha Baloncesto,C 72C Y 73 CON K 1A 4B,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,Cancha De Baloncesto Unicentro,Cancha  Baloncesto,K 90 CON C 13,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,Polideportivo Petecuy I,Cancha De Futbol 11 Cancha Baloncesto Juegos Infantiles,C 75 Y 77 CON K 2E,6,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
115,Polideportivo Petecuy II,Cancha De Futbol 11 Cancha Sintética Cancha Múltiple Juegos Infantiles,K 1C Y 1C 3 CON C 74 Y 77,6,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
116,Parque Recreativo Ciudadela Floralia,Cancha De Futbol 5 Cancha Múltiple Cancha De Voleibol Juegos Infantiles,K 3N CON 72A,6,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
117,Parque Recreativo Barrio Comfenalco I,Cancha De Futbol 5 Cancha Baloncesto Juegos Infantiles,K 1A N CON C 83,6,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
118,Parque Recreativo Barrio Comfenalco II,Cancha De Futbol 5 Cancha Baloncesto Juegos Infantiles,K 73 CON K 1A N Y 1C N,6,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
119,Parque Recreativo Los Guaduales Central,Cancha De Futbol 5 Cancha Baloncesto Juegos Infantiles,C 71H Y 71G CON K 6 N,6,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
120,Parque Recreativo Petecuy II,Cancha Múltiple Juegos Infantiles,K 1A 13 CON C 75 Y 76,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
121,Parque Recreativo Petecuy III,Cancha Múltiple,K 1D BIS CON C 77A,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
122,Parque Recreativo Jorge Eliecer Gaitan,Cancha Múltiple Juegos Infantiles,C70 CON K 2A Y 2 BIS,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
123,Parque Recreativo Paso Del Comercio,Cancha Múltiple Cancha Baloncesto Juegos Infantiles,K 2 N CON C 71C,6,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
124,Cancha Múltiple Paso Del Comercio,Cancha Múltiple,C 71 CON K 1 ,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
